DayofMonth,FltNum,PlaneID,Destination,TaxiOut,SchedTime,ActTime,Distance
10,504,118DL,LGA,11,127,113,751
10,506,833MH,LGA,23,142,134,751
10,512,921DL,LGA,19,140,118,751
10,688,374DA,LGA,15,130,132,751
10,871,172DZ,LGA,10,139,121,751
10,954,374DA,LGA,13,129,117,751
10,973,139DL,LGA,17,134,123,751
10,980,629DL,LGA,14,132,117,751
10,1139,907DL,LGA,9,129,113,751
10,1204,607DL,LGA,20,137,130,751
10,1616,971DL,LGA,20,133,123,751
10,1676,120DL,LGA,22,138,126,751
10,1736,642DL,LGA,18,130,125,751
11,218,603DL,LGA,10,126,119,751
11,290,392DA,LGA,19,129,126,751
11,470,125DL,LGA,16,124,119,751
11,472,134DL,LGA,11,129,119,751
11,504,120DL,LGA,12,127,119,751
11,506,839MH,LGA,28,142,151,751
11,512,912DL,LGA,23,140,137,751
11,688,392DA,LGA,13,130,123,751
11,871,173DZ,LGA,22,139,131,751
11,973,125DL,LGA,13,134,121,751
11,980,673DL,LGA,12,132,123,751
11,1139,990DL,LGA,13,129,126,751
11,1204,615DL,LGA,12,137,145,751
11,1616,625DL,LGA,28,133,134,751
11,1676,117DL,LGA,15,138,126,751
11,1736,617DL,LGA,19,130,124,751
12,218,630DL,LGA,10,126,128,751
12,290,378DA,LGA,12,129,121,751
12,470,177DZ,LGA,20,124,125,751
12,472,123D,LGA,16,129,122,751
12,504,171DZ,LGA,14,127,124,751
12,506,844MH,LGA,24,142,138,751
12,512,927DA,LGA,26,140,137,751
12,688,378DA,LGA,21,130,138,751
12,871,128DL,LGA,24,139,150,751
12,973,120DL,LGA,16,134,131,751
12,980,625DL,LGA,22,132,137,751
12,1139,923DL,LGA,17,129,129,751
12,1204,610DL,LGA,12,137,153,751
12,1616,661D,LGA,16,133,123,751
12,1676,1402A,LGA,16,138,131,751
12,1736,686DA,LGA,23,130,139,751
13,218,662D,LGA,12,126,128,751
13,290,3769L,LGA,12,129,137,751
13,470,617DL,LGA,16,124,125,751
13,472,172DZ,LGA,12,129,119,751
13,504,1402A,LGA,12,127,127,751
13,506,104DA,LGA,29,142,155,751
13,512,918DE,LGA,23,140,137,751
13,688,386DA,LGA,17,130,123,751
13,871,116DL,LGA,16,139,125,751
13,973,117DL,LGA,20,134,126,751
13,980,680DA,LGA,17,132,128,751
13,1139,997DL,LGA,15,129,127,751
13,1204,129DL,LGA,18,137,125,751
13,1616,664D,LGA,25,133,133,751
13,1676,135DL,LGA,24,138,131,751
13,1736,654DL,LGA,19,130,124,751
14,218,609DL,LGA,14,126,113,751
14,290,3750D,LGA,11,129,141,751
14,470,132D,LGA,15,124,111,751
14,472,172DZ,LGA,14,129,117,751
14,504,132D,LGA,12,127,121,751
14,506,836MH,LGA,20,142,148,751
14,512,947DL,LGA,21,140,147,751
14,688,3750D,LGA,26,130,159,751
14,871,124DE,LGA,28,139,147,751
14,973,127DL,LGA,17,134,124,751
14,980,636DL,LGA,14,132,117,751
14,1139,934DL,LGA,20,129,124,751
14,1204,667D,LGA,22,137,135,751
14,1616,634DL,LGA,14,133,119,751
14,1676,121DE,LGA,26,138,164,751
14,1736,655DL,LGA,30,130,136,751
15,218,636DL,LGA,13,126,115,751
15,290,3752,LGA,15,129,129,751
15,470,143DA,LGA,14,124,115,751
15,472,124DE,LGA,15,129,121,751
15,504,119DL,LGA,16,127,128,751
15,506,829MH,LGA,35,142,143,751
15,512,920DE,LGA,29,140,134,751
15,688,3760C,LGA,15,130,125,751
15,871,612DL,LGA,18,139,127,751
15,973,173DZ,LGA,15,134,120,751
15,980,634DL,LGA,21,132,132,751
15,1139,928DL,LGA,16,129,123,751
15,1204,658DL,LGA,30,137,146,751
15,1616,688DL,LGA,21,133,130,751
15,1676,655DL,LGA,19,138,127,751
15,1736,675DL,LGA,20,130,143,751
16,218,667D,LGA,12,126,120,751
16,290,3745B,LGA,14,129,116,751
16,470,175DZ,LGA,14,124,114,751
16,472,121DE,LGA,12,129,112,751
16,504,127DL,LGA,12,127,115,751
16,506,845MH,LGA,23,142,133,751
16,512,965DL,LGA,25,140,128,751
16,688,3745B,LGA,13,130,118,751
16,871,128DL,LGA,18,139,130,751
16,973,177DZ,LGA,18,134,125,751
16,980,984DL,LGA,24,132,127,751
16,1139,976DL,LGA,15,129,115,751
16,1204,132D,LGA,11,137,130,751
16,1616,920DE,LGA,22,133,124,751
16,1676,134DL,LGA,32,138,135,751
16,1736,690DL,LGA,31,130,134,751
17,218,612DL,LGA,14,126,117,751
17,290,384DA,LGA,14,129,129,751
17,470,125DL,LGA,17,124,118,751
17,472,140LL,LGA,13,129,126,751
17,504,138DL,LGA,12,127,124,751
17,506,827MH,LGA,16,142,128,751
17,512,968DL,LGA,23,140,140,751
17,688,384DA,LGA,23,130,129,751
17,871,178DZ,LGA,19,139,0,751
17,973,136DL,LGA,19,134,135,751
17,980,661D,LGA,15,132,132,751
17,1139,901DL,LGA,19,129,127,751
17,1204,602DL,LGA,26,137,146,751
17,1616,969DL,LGA,23,133,141,751
17,1676,681DA,LGA,17,138,132,751
17,1736,665D,LGA,29,130,140,751
18,218,679DA,LGA,9,126,125,751
18,290,3745B,LGA,15,129,129,751
18,470,128DL,LGA,14,124,127,751
18,472,138DL,LGA,12,129,128,751
18,504,104DA,LGA,14,127,133,751
18,506,832MH,LGA,25,142,142,751
18,512,929DL,LGA,30,140,145,751
18,688,3745B,LGA,15,130,122,751
18,871,144DA,LGA,29,139,137,751
18,973,108DL,LGA,25,134,147,751
18,980,625DL,LGA,27,132,153,751
18,1139,909DE,LGA,22,129,133,751
18,1204,683DA,LGA,24,137,130,751
18,1616,683DA,LGA,50,133,167,751
18,1676,660DL,LGA,21,138,136,751
18,1736,603DL,LGA,19,130,139,751
19,218,605DL,LGA,26,126,134,751
19,290,3751B,LGA,17,129,150,751
19,470,128DL,LGA,16,124,124,751
19,472,126DL,LGA,29,129,145,751
19,504,175DZ,LGA,0,127,0,751
19,506,839MH,LGA,46,142,159,751
19,512,923DL,LGA,34,140,153,751
19,688,3751B,LGA,19,130,127,751
19,871,130DL,LGA,44,139,153,751
19,973,172DZ,LGA,19,134,125,751
19,980,661D,LGA,27,132,137,751
19,1139,938DL,LGA,15,129,139,751
19,1204,627DL,LGA,20,137,127,751
19,1616,613DL,LGA,48,133,156,751
19,1676,139DL,LGA,0,138,0,751
19,1736,652DL,LGA,26,130,134,751
20,218,642DL,LGA,22,126,143,751
20,290,3748Y,LGA,14,129,125,751
20,470,688DL,LGA,12,124,125,751
20,472,119DL,LGA,21,129,154,751
20,504,122DL,LGA,9,127,126,751
20,506,825MH,LGA,32,142,150,751
20,512,955DL,LGA,38,140,157,751
20,688,3748Y,LGA,22,130,131,751
20,871,129DL,LGA,23,139,144,751
20,973,122DL,LGA,35,134,147,751
20,980,641DL,LGA,22,132,130,751
20,1139,910DE,LGA,23,129,136,751
20,1204,127DL,LGA,18,137,127,751
20,1616,613DL,LGA,26,133,136,751
20,1676,130DL,LGA,12,138,123,751
20,1736,665D,LGA,14,130,139,751
21,218,676DL,LGA,16,126,142,751
21,290,3747D,LGA,15,129,125,751
21,470,138DL,LGA,13,124,123,751
21,472,116DL,LGA,28,129,142,751
21,504,138DL,LGA,12,127,131,751
21,506,839MH,LGA,38,142,150,751
21,512,981DL,LGA,25,140,141,751
21,688,3747D,LGA,15,130,129,751
21,871,121DE,LGA,30,139,146,751
21,973,126DL,LGA,24,134,146,751
21,980,672DL,LGA,10,132,115,751
21,1139,943DL,LGA,16,129,128,751
21,1204,665D,LGA,19,137,130,751
21,1616,602DL,LGA,28,133,144,751
21,1676,127DL,LGA,9,138,146,751
21,1736,608DA,LGA,16,130,128,751
22,218,686DA,LGA,14,126,133,751
22,290,3747D,LGA,10,129,135,751
22,470,126DL,LGA,32,124,140,751
22,472,134DL,LGA,19,129,132,751
22,504,653DL,LGA,11,127,138,751
22,506,843MH,LGA,14,142,124,751
22,512,906DL,LGA,27,140,141,751
22,688,3747D,LGA,16,130,126,751
22,871,657DL,LGA,30,139,147,751
22,973,137DL,LGA,14,134,134,751
22,980,633DL,LGA,21,132,136,751
22,1139,919DL,LGA,11,129,129,751
22,1204,642DL,LGA,21,137,143,751
22,1616,629DL,LGA,26,133,148,751
22,1676,128DL,LGA,17,138,137,751
22,1736,632DL,LGA,21,130,134,751
23,218,646DL,LGA,14,126,128,751
23,290,374DA,LGA,17,129,131,751
23,470,119DL,LGA,14,124,119,751
23,504,128DL,LGA,11,127,128,751
23,506,836MH,LGA,19,142,144,751
23,512,999D,LGA,21,140,139,751
23,688,374DA,LGA,12,130,116,751
23,871,131D,LGA,11,139,123,751
23,973,134DL,LGA,13,134,128,751
23,980,930DL,LGA,13,132,124,751
23,1139,913DL,LGA,10,129,119,751
23,1204,177DZ,LGA,12,137,121,751
23,1616,928DL,LGA,13,133,123,751
23,1676,172DZ,LGA,23,138,134,751
23,1736,682DA,LGA,24,130,126,751
24,218,668D,LGA,11,126,110,751
24,290,377DA,LGA,16,129,123,751
24,470,172DZ,LGA,19,124,129,751
24,472,138DL,LGA,21,129,124,751
24,504,172DZ,LGA,14,127,115,751
24,506,831MH,LGA,23,142,131,751
24,512,920DL,LGA,38,140,144,751
24,688,377DA,LGA,20,130,138,751
24,871,176DZ,LGA,37,139,157,751
24,973,114DL,LGA,20,134,133,751
24,980,627DL,LGA,13,132,135,751
24,1139,971DL,LGA,17,129,135,751
24,1616,907DE,LGA,19,133,125,751
24,1676,614DL,LGA,16,138,132,751
24,1736,688DL,LGA,33,130,145,751
25,218,686DA,LGA,12,126,128,751
25,290,376DA,LGA,16,129,139,751
25,470,121DE,LGA,13,124,122,751
25,472,122DL,LGA,15,129,135,751
25,504,658DL,LGA,14,127,134,751
25,506,836MH,LGA,41,142,156,751
25,512,926DL,LGA,25,140,141,751
25,688,376DA,LGA,13,130,123,751
25,871,128DL,LGA,26,139,143,751
25,973,654DL,LGA,14,134,132,751
25,980,612DL,LGA,16,132,132,751
25,1139,919DE,LGA,20,129,143,751
25,1204,603DL,LGA,25,137,135,751
25,1616,619DL,LGA,26,133,147,751
25,1676,629DL,LGA,21,138,135,751
25,1736,601DL,LGA,17,130,130,751
26,218,666D,LGA,13,126,123,751
26,290,3755D,LGA,16,129,134,751
26,470,118DL,LGA,19,124,129,751
26,472,125DL,LGA,11,129,132,751
26,504,120DL,LGA,21,127,134,751
26,506,835MH,LGA,25,142,140,751
26,512,997DL,LGA,28,140,143,751
26,688,3755D,LGA,17,130,125,751
26,871,144DA,LGA,22,139,141,751
26,973,658DL,LGA,15,134,129,751
26,980,683DA,LGA,11,132,127,751
26,1139,974DL,LGA,16,129,128,751
26,1204,677DL,LGA,16,137,131,751
26,1616,668D,LGA,11,133,122,751
26,1676,116DL,LGA,14,138,130,751
26,1736,617DL,LGA,22,130,135,751
27,218,604DL,LGA,12,126,119,751
27,290,376DA,LGA,17,129,129,751
27,470,120DL,LGA,14,124,121,751
27,472,116DL,LGA,16,129,129,751
27,504,176DZ,LGA,16,127,125,751
27,506,841MH,LGA,22,142,133,751
27,512,989DL,LGA,23,140,134,751
27,688,376DA,LGA,22,130,131,751
27,871,126DL,LGA,23,139,143,751
27,973,175DZ,LGA,21,134,128,751
27,980,690DL,LGA,15,132,123,751
27,1139,938DL,LGA,15,129,127,751
27,1204,656DL,LGA,33,137,147,751
27,1616,610DL,LGA,18,133,133,751
27,1676,601DL,LGA,16,138,127,751
27,1736,688DL,LGA,16,130,140,751
28,218,665D,LGA,23,126,134,751
28,290,3752,LGA,26,129,135,751
28,470,130DL,LGA,20,124,132,751
28,472,128DL,LGA,34,129,159,751
28,504,130DL,LGA,13,127,130,751
28,506,839MH,LGA,42,142,158,751
28,512,968DL,LGA,33,140,149,751
28,688,3752,LGA,20,130,142,751
28,871,107DL,LGA,28,139,148,751
28,973,138DL,LGA,14,134,138,751
28,980,654DL,LGA,17,132,154,751
28,1139,923DL,LGA,22,129,132,751
28,1204,652DL,LGA,38,137,156,751
28,1616,609DL,LGA,34,133,154,751
28,1676,127DL,LGA,18,138,150,751
28,1736,611DL,LGA,20,130,136,751
29,218,659DL,LGA,14,126,136,751
29,470,678DL,LGA,16,124,129,751
29,472,171DZ,LGA,50,129,164,751
29,504,173DZ,LGA,10,127,124,751
29,506,825MH,LGA,44,142,163,751
29,512,928DL,LGA,66,140,184,751
29,688,391DA,LGA,20,130,136,751
29,871,130DL,LGA,24,139,142,751
29,973,119DL,LGA,34,134,152,751
29,980,663D,LGA,35,132,163,751
29,1139,937DL,LGA,16,129,131,751
29,1204,172DZ,LGA,15,137,137,751
29,1616,609DL,LGA,35,133,145,751
29,1676,139DL,LGA,30,138,151,751
29,1736,606DL,LGA,18,130,138,751
30,218,635DL,LGA,12,126,123,751
30,470,655DL,LGA,13,124,117,751
30,472,134DL,LGA,19,129,134,751
30,504,139DL,LGA,15,127,127,751
30,506,844MH,LGA,26,142,145,751
30,512,969DL,LGA,31,140,144,751
30,688,3731T,LGA,15,130,119,751
30,871,669D,LGA,18,139,134,751
30,973,315DL,LGA,20,134,130,751
30,980,923DL,LGA,13,132,126,751
30,1139,912DE,LGA,17,129,134,751
30,1204,689DL,LGA,20,137,129,751
30,1616,966DL,LGA,13,133,128,751
30,1676,128DL,LGA,16,138,123,751
30,1736,634DL,LGA,17,130,124,751
31,218,613DL,LGA,12,126,118,751
31,290,379DA,LGA,15,129,126,751
31,470,128DL,LGA,16,124,118,751
31,472,175DZ,LGA,10,129,119,751
31,504,128DL,LGA,16,127,129,751
31,506,829MH,LGA,17,142,134,751
31,512,940DL,LGA,24,140,144,751
31,688,379DA,LGA,24,130,139,751
31,871,130DL,LGA,32,139,159,751
31,973,116DL,LGA,22,134,133,751
31,980,682DA,LGA,29,132,152,751
31,1139,936DL,LGA,19,129,123,751
31,1204,642DL,LGA,40,137,172,751
31,1616,965DL,LGA,23,133,136,751
31,1676,109DL,LGA,23,138,170,751
31,1736,618DL,LGA,24,130,128,751
1,607,962DL,LIT,28,94,99,445
1,799,930DL,LIT,18,100,94,445
1,972,913DL,LIT,23,103,102,445
1,1663,374DL,LIT,20,96,96,445
2,607,925DL,LIT,19,94,94,445
2,799,969DL,LIT,15,100,89,445
2,1663,306DL,LIT,20,96,102,445
3,607,951DL,LIT,27,94,98,445
3,799,914DL,LIT,21,100,101,445
3,972,975DL,LIT,26,103,102,445
3,1663,326DL,LIT,24,96,101,445
4,607,983DL,LIT,15,94,87,445
4,799,914DE,LIT,20,100,94,445
4,972,973DL,LIT,27,103,102,445
4,1663,303DL,LIT,20,96,95,445
5,607,951DL,LIT,19,94,90,445
5,799,966DL,LIT,17,100,92,445
5,972,921DL,LIT,18,103,88,445
5,1663,374DL,LIT,26,96,101,445
6,607,906DL,LIT,13,94,88,445
6,799,907DL,LIT,21,100,95,445
6,972,919DL,LIT,21,103,96,445
6,1663,373DL,LIT,11,96,84,445
7,607,951DL,LIT,18,94,89,445
7,799,901DE,LIT,13,100,86,445
7,972,941DL,LIT,22,103,95,445
7,1663,242WA,LIT,19,96,95,445
8,607,930DL,LIT,35,94,113,445
8,799,913DE,LIT,23,100,98,445
8,972,967DL,LIT,29,103,102,445
8,1663,382DL,LIT,23,96,101,445
9,607,916DL,LIT,19,94,95,445
9,799,911DE,LIT,16,100,93,445
9,1663,303DL,LIT,13,96,91,445
10,607,954DL,LIT,35,94,110,445
10,799,913DL,LIT,15,100,88,445
10,972,909DL,LIT,26,103,99,445
10,1663,326DL,LIT,19,96,97,445
11,607,963DL,LIT,16,94,91,445
11,799,950DL,LIT,17,100,94,445
11,972,955DL,LIT,19,103,93,445
11,1663,325DL,LIT,26,96,97,445
12,607,950DL,LIT,19,94,96,445
12,799,986DL,LIT,21,100,101,445
12,972,911DE,LIT,22,103,101,445
12,1663,307DL,LIT,18,96,93,445
13,607,909DL,LIT,20,94,97,445
13,799,992DL,LIT,12,100,83,445
13,972,939DL,LIT,31,103,105,445
13,1663,239WA,LIT,28,96,104,445
14,607,913DE,LIT,20,94,101,445
14,799,971DL,LIT,22,100,103,445
14,972,998DL,LIT,26,103,105,445
14,1663,242WA,LIT,24,96,105,445
15,607,918DE,LIT,11,94,87,445
15,799,963DL,LIT,27,100,105,445
15,972,956DL,LIT,24,103,101,445
15,1663,306DL,LIT,37,96,115,445
16,607,917DE,LIT,17,94,95,445
16,799,910DE,LIT,18,100,98,445
16,1663,381DL,LIT,16,96,96,445
17,607,945DL,LIT,13,94,91,445
17,799,935DL,LIT,17,100,90,445
17,972,923DL,LIT,20,103,96,445
17,1663,303DL,LIT,20,96,100,445
18,607,916DE,LIT,17,94,90,445
18,799,978DL,LIT,33,100,110,445
18,972,956DL,LIT,68,103,155,445
18,1663,316DL,LIT,11,96,89,445
19,607,961DL,LIT,20,94,92,445
19,799,919DE,LIT,50,100,123,445
19,972,921DL,LIT,20,103,101,445
19,1663,304DL,LIT,16,96,96,445
20,607,925DL,LIT,21,94,97,445
20,799,985DL,LIT,27,100,100,445
20,972,949DL,LIT,30,103,103,445
20,1663,301DL,LIT,24,96,99,445
21,607,903DL,LIT,17,94,95,445
21,799,952DL,LIT,17,100,98,445
21,972,971DL,LIT,19,103,99,445
21,1663,326DL,LIT,19,96,97,445
22,607,995DL,LIT,13,94,87,445
22,799,939DL,LIT,17,100,90,445
22,972,961DL,LIT,29,103,105,445
22,1663,329DL,LIT,28,96,104,445
23,607,932DL,LIT,19,94,112,445
23,799,915DE,LIT,9,100,84,445
23,1663,244WA,LIT,11,96,90,445
24,607,922DL,LIT,15,94,87,445
24,799,960DL,LIT,17,100,89,445
24,972,947DL,LIT,18,103,95,445
24,1663,379DL,LIT,17,96,92,445
25,607,977DL,LIT,34,94,104,445
25,799,907DL,LIT,21,100,99,445
25,972,927DA,LIT,30,103,103,445
25,1663,244WA,LIT,18,96,96,445
26,607,995DL,LIT,24,94,95,445
26,799,984DL,LIT,17,100,95,445
26,972,974DL,LIT,20,103,99,445
26,1663,334DL,LIT,18,96,95,445
27,607,904DL,LIT,28,94,82,445
27,799,943DL,LIT,30,100,104,445
27,972,984DL,LIT,33,103,105,445
27,1663,330DL,LIT,16,96,88,445
28,607,984DL,LIT,18,94,94,445
28,799,997DL,LIT,28,100,100,445
28,972,907DE,LIT,34,103,108,445
28,1663,304DL,LIT,34,96,111,445
29,607,903DE,LIT,18,94,90,445
29,799,940DL,LIT,20,100,99,445
29,972,958DL,LIT,29,103,108,445
29,1663,331DL,LIT,16,96,91,445
30,607,973DL,LIT,18,94,95,445
30,799,911DE,LIT,18,100,92,445
30,1663,243WA,LIT,10,96,86,445
31,607,917DL,LIT,30,94,102,445
31,799,909DL,LIT,24,100,98,445
31,972,911DE,LIT,21,103,94,445
31,1663,332DL,LIT,40,96,112,445
1,359,956DL,MCI,13,136,122,683
1,373,3732J,MCI,20,126,129,683
1,439,959DL,MCI,32,132,138,683
1,545,315DL,MCI,23,136,131,683
1,961,906DE,MCI,16,127,120,683
1,1094,395D,MCI,43,136,151,683
1,1236,3737C,MCI,15,128,133,683
1,1559,3732J,MCI,23,133,132,683
1,1801,3736C,MCI,11,130,125,683
1,1867,3733Z,MCI,17,130,123,683
2,373,3738B,MCI,14,126,124,683
2,439,952DL,MCI,22,132,135,683
2,545,313DL,MCI,25,136,137,683
2,961,918DE,MCI,15,127,128,683
2,1094,3731T,MCI,17,136,123,683
2,1236,3731T,MCI,18,128,127,683
2,1559,399DA,MCI,36,133,147,683
2,1688,3737C,MCI,20,136,128,683
2,1801,3730B,MCI,16,130,122,683
2,1867,397DA,MCI,21,130,129,683
3,359,915DL,MCI,44,136,158,683
3,373,396DA,MCI,25,126,136,683
3,439,928DL,MCI,27,132,134,683
3,545,245WA,MCI,32,136,142,683
3,961,968DL,MCI,22,127,128,683
3,1094,3739,MCI,15,136,128,683
3,1236,3733Z,MCI,16,128,128,683
3,1559,396DA,MCI,23,133,136,683
3,1801,3734B,MCI,19,130,129,683
3,1867,399DA,MCI,19,130,128,683
4,359,6716C,MCI,19,136,131,683
4,373,395D,MCI,17,126,128,683
4,439,996DL,MCI,18,132,122,683
4,545,321DL,MCI,30,136,140,683
4,961,907DE,MCI,0,127,0,683
4,1094,3732J,MCI,21,136,123,683
4,1236,3733Z,MCI,20,128,127,683
4,1559,395D,MCI,18,133,126,683
4,1801,398DA,MCI,26,130,135,683
4,1867,3736C,MCI,18,130,129,683
5,359,920DE,MCI,18,136,126,683
5,373,3737C,MCI,12,126,121,683
5,439,903DL,MCI,11,132,120,683
5,545,373DL,MCI,32,136,140,683
5,961,913DL,MCI,35,127,150,683
5,1094,3731T,MCI,27,136,135,683
5,1236,3731T,MCI,12,128,118,683
5,1559,3737C,MCI,20,133,131,683
5,1801,3738B,MCI,28,130,138,683
5,1867,3735D,MCI,21,130,128,683
6,359,955DL,MCI,22,136,128,683
6,373,3733Z,MCI,12,126,115,683
6,439,977DL,MCI,25,132,129,683
6,545,375DL,MCI,21,136,128,683
6,961,998DL,MCI,10,127,115,683
6,1094,3734B,MCI,21,136,124,683
6,1236,3737C,MCI,17,128,118,683
6,1559,3733Z,MCI,25,133,139,683
6,1801,399DA,MCI,24,130,127,683
6,1867,398DA,MCI,10,130,115,683
7,359,947DL,MCI,31,136,142,683
7,373,3737C,MCI,13,126,125,683
7,439,960DL,MCI,17,132,125,683
7,545,322DL,MCI,30,136,140,683
7,961,962DL,MCI,14,127,122,683
7,1094,3731T,MCI,20,136,128,683
7,1236,3738B,MCI,17,128,132,683
7,1559,3737C,MCI,26,133,132,683
7,1801,397DA,MCI,22,130,132,683
7,1867,3734B,MCI,14,130,124,683
8,359,942DL,MCI,16,136,122,683
8,373,395D,MCI,17,126,120,683
8,439,981DL,MCI,23,132,130,683
8,545,332DL,MCI,29,136,137,683
8,961,902DE,MCI,26,127,125,683
8,1094,3738B,MCI,23,136,126,683
8,1236,399DA,MCI,16,128,117,683
8,1559,395D,MCI,40,133,147,683
8,1801,3736C,MCI,19,130,125,683
8,1867,3735D,MCI,10,130,115,683
9,373,3739,MCI,17,126,123,683
9,439,923DL,MCI,13,132,119,683
9,545,243WA,MCI,11,136,122,683
9,961,918DE,MCI,13,127,120,683
9,1094,396DA,MCI,17,136,118,683
9,1236,396DA,MCI,15,128,123,683
9,1559,3739,MCI,20,133,123,683
9,1688,3733Z,MCI,12,136,111,683
9,1801,3732J,MCI,17,130,124,683
9,1867,3737C,MCI,11,130,116,683
10,359,955DL,MCI,28,136,129,683
10,373,3731T,MCI,13,126,109,683
10,439,997DL,MCI,17,132,119,683
10,545,306DL,MCI,21,136,127,683
10,961,938DL,MCI,13,127,124,683
10,1094,3733Z,MCI,25,136,129,683
10,1236,3734B,MCI,10,128,109,683
10,1559,3731T,MCI,16,133,119,683
10,1801,399DA,MCI,26,130,126,683
10,1867,3734B,MCI,12,130,107,683
11,359,942DL,MCI,26,136,130,683
11,373,395D,MCI,16,126,117,683
11,439,961DL,MCI,24,132,128,683
11,545,243WA,MCI,19,136,125,683
11,961,935DL,MCI,11,127,115,683
11,1094,3733Z,MCI,21,136,124,683
11,1236,3735D,MCI,13,128,111,683
11,1559,395D,MCI,18,133,121,683
11,1801,398DA,MCI,21,130,120,683
11,1867,3737C,MCI,21,130,124,683
12,359,995DL,MCI,22,136,131,683
12,373,3735D,MCI,12,126,122,683
12,439,989DL,MCI,14,132,122,683
12,545,331DL,MCI,30,136,139,683
12,961,946DL,MCI,15,127,125,683
12,1094,3739,MCI,29,136,130,683
12,1236,396DA,MCI,18,128,128,683
12,1559,3738B,MCI,18,133,124,683
12,1801,3732J,MCI,28,130,133,683
12,1867,399DA,MCI,15,130,121,683
13,359,983DL,MCI,20,136,129,683
13,373,3730B,MCI,13,126,120,683
13,439,967DL,MCI,9,132,118,683
13,545,373DL,MCI,26,136,137,683
13,961,938DL,MCI,20,127,134,683
13,1094,3736C,MCI,20,136,128,683
13,1236,3733Z,MCI,14,128,121,683
13,1559,3730B,MCI,26,133,136,683
13,1801,397DA,MCI,25,130,131,683
13,1867,3731T,MCI,23,130,127,683
14,359,919DL,MCI,36,136,143,683
14,373,396DA,MCI,22,126,129,683
14,439,997DL,MCI,22,132,141,683
14,545,382DL,MCI,36,136,154,683
14,961,994DL,MCI,19,127,131,683
14,1094,3738B,MCI,22,136,145,683
14,1236,3734B,MCI,23,128,126,683
14,1559,396DA,MCI,31,133,134,683
14,1801,3737C,MCI,31,130,140,683
14,1867,395D,MCI,12,130,116,683
15,359,950DL,MCI,24,136,143,683
15,373,3733Z,MCI,20,126,132,683
15,439,929DL,MCI,13,132,130,683
15,545,327DL,MCI,14,136,139,683
15,961,925DL,MCI,28,127,145,683
15,1094,398DA,MCI,25,136,137,683
15,1236,399DA,MCI,15,128,130,683
15,1559,3733Z,MCI,22,133,136,683
15,1801,3732J,MCI,25,130,140,683
15,1867,3731T,MCI,25,130,141,683
16,373,308DL,MCI,12,126,128,683
16,439,916DE,MCI,25,132,141,683
16,545,378DL,MCI,31,136,153,683
16,961,960DL,MCI,15,127,132,683
16,1094,3736C,MCI,21,136,133,683
16,1236,3736C,MCI,13,128,134,683
16,1559,3735D,MCI,19,133,138,683
16,1688,3733Z,MCI,40,136,163,683
16,1801,3737C,MCI,20,130,144,683
16,1867,3730B,MCI,18,130,135,683
17,359,940DL,MCI,24,136,134,683
17,373,3738B,MCI,15,126,121,683
17,439,921DL,MCI,26,132,138,683
17,545,317DL,MCI,21,136,131,683
17,961,994DL,MCI,20,127,123,683
17,1094,398DA,MCI,22,136,132,683
17,1236,395D,MCI,33,128,143,683
17,1559,3738B,MCI,22,133,132,683
17,1801,3734B,MCI,26,130,140,683
17,1867,396DA,MCI,21,130,130,683
18,359,907DE,MCI,44,136,156,683
18,373,3733Z,MCI,17,126,129,683
18,439,977DL,MCI,32,132,137,683
18,545,311DL,MCI,27,136,153,683
18,961,966DL,MCI,13,127,132,683
18,1094,3735D,MCI,26,136,140,683
18,1236,3737C,MCI,24,128,136,683
18,1559,3733Z,MCI,36,133,151,683
18,1801,397DA,MCI,27,130,135,683
18,1867,3752,MCI,18,130,125,683
19,359,903DL,MCI,67,136,185,683
19,373,3761R,MCI,10,126,118,683
19,439,965DL,MCI,21,132,133,683
19,545,313DL,MCI,23,136,141,683
19,961,966DL,MCI,21,127,132,683
19,1094,3735D,MCI,24,136,133,683
19,1236,3738B,MCI,45,128,154,683
19,1559,3765,MCI,19,133,128,683
19,1801,397DA,MCI,20,130,137,683
19,1867,3737C,MCI,0,130,0,683
20,359,984DL,MCI,24,136,130,683
20,373,398DA,MCI,16,126,121,683
20,439,913DL,MCI,19,132,131,683
20,545,327DL,MCI,26,136,137,683
20,961,912DE,MCI,22,127,132,683
20,1094,3735D,MCI,29,136,138,683
20,1236,396DA,MCI,24,128,129,683
20,1559,398DA,MCI,27,133,135,683
20,1801,3734B,MCI,37,130,147,683
20,1867,3736C,MCI,17,130,138,683
21,359,956DL,MCI,19,136,136,683
21,373,396DA,MCI,14,126,132,683
21,439,918DE,MCI,18,132,129,683
21,545,329DL,MCI,24,136,143,683
21,961,3766,MCI,14,127,123,683
21,1094,3739,MCI,18,136,129,683
21,1236,3738B,MCI,31,128,150,683
21,1559,396DA,MCI,27,133,142,683
21,1801,3735D,MCI,18,130,132,683
21,1867,3733Z,MCI,15,130,122,683
22,359,993DL,MCI,28,136,140,683
22,373,3732J,MCI,12,126,122,683
22,439,904DL,MCI,15,132,122,683
22,545,306DL,MCI,23,136,133,683
22,961,987DL,MCI,29,127,151,683
22,1094,399DA,MCI,32,136,141,683
22,1236,3730B,MCI,16,128,123,683
22,1559,3732J,MCI,17,133,123,683
22,1801,3753,MCI,33,130,142,683
22,1867,3739,MCI,10,130,118,683
23,373,3738B,MCI,31,126,128,683
